
965306_Conversation_0,"Hello: Hey!","I am a Space Conversational Agent for Retrieving Lessons-learnt and Expert Training.","My two main functions are knowledge capture and knowledge retrieval in the form of lessons learned.","If I ever get stuck please use /restart to restart the conversation.,How can I help?, Teach me something: Your input is unexpected at this stage of conversation. Please start the conversation again with /restart and try rephrasing your input. Thanks :), ",
965306_Conversation_1,"/restart: I'm sorry you've ran into a problem. The chatbot is restarted. Please start again :), Hi: Hey!","I am a Space Conversational Agent for Retrieving Lessons-learnt and Expert Training.","My two main functions are knowledge capture and knowledge retrieval in the form of lessons learned.","If I ever get stuck please use /restart to restart the conversation.,How can I help?, Hello: Your input is unexpected at this stage of conversation. Please start the conversation again with /restart and try rephrasing your input. Thanks :), ",
965306_Conversation_2,"/restart: I'm sorry you've ran into a problem. The chatbot is restarted. Please start again :), Hey: Hey!","I am a Space Conversational Agent for Retrieving Lessons-learnt and Expert Training.","My two main functions are knowledge capture and knowledge retrieval in the form of lessons learned.","If I ever get stuck please use /restart to restart the conversation.,How can I help?, ",
965306_Conversation_3,"/restart: I'm sorry you've ran into a problem. The chatbot is restarted. Please start again :), I want to learn: What is the topic?, Frogs: Your input is unexpected at this stage of conversation. Please start the conversation again with /restart and try rephrasing your input. Thanks :),What is the topic?, ",
965306_Conversation_4,"/restart: I'm sorry you've ran into a problem. The chatbot is restarted. Please start again :), I want to learn: What is the topic?, What is propulsion?: Is there anything else I can help with?,What is the topic?, What is propulsion?: Is there anything else I can help with?,What is the topic?, Tell me about propulsion?: I am sorry but this is outside what I learnt to do. Can you try with something different?, What can you tell me about propulsion?: I am sorry but this is outside what I learnt to do. Can you try with something different?, Tell me about Buzz Aldrin: I'm processing your request. Please wait a moment :),Here is the only lesson I have on 'Buzz Aldrin':,Buzz Aldrin (/ˈɔːldrɪn/; born Edwin Eugene Aldrin Jr.; January 20, 1930) is an American former astronaut, engineer and fighter pilot. He made three spacewalks as pilot of the 1966 Gemini 12 mission. As the Lunar Module Eagle pilot on the 1969 Apollo 11 mission, he and mission commander Neil Armstrong were the first two people to land on the Moon. Born in Glen Ridge, New Jersey, Aldrin graduated third in the class of 1951 from the United States Military Academy at West Point, with a degree in mechanical engineering. He was commissioned into the United States Air Force, and served as a jet fighter pilot during the Korean War. He flew 66 combat missions and shot down two MiG-15 aircraft. After earning a Doctor of Science degree in astronautics from the Massachusetts Institute of Technology, Aldrin was selected as a member of NASA's Astronaut Group 3, making him the first astronaut with a doctoral degree. His doctoral thesis, Line-of-Sight Guidance Techniques for Manned Orbital Rendezvous, earned him the nickname "Dr. Rendezvous" from fellow astronauts. His first space flight was in 1966 on Gemini 12 during which he spent over five hours on extravehicular activity. Three years later, Aldrin set foot on the Moon at 03:15:16 on July 21, 1969 (UTC), nineteen minutes after Armstrong first touched the surface, while command module pilot Michael Collins remained in lunar orbit. A Presbyterian elder, Aldrin became the first person to hold a religious ceremony on the Moon when he privately took communion. Apollo 11 effectively proved U.S. victory in the Space Race by fulfilling a national goal proposed in 1961 by President John F. Kennedy "of landing a man on the Moon and returning him safely to the Earth" before the end of the decade. After leaving NASA in 1971, Aldrin became Commandant of the U.S. Air Force Test Pilot School. He retired from the Air Force in 1972, after 21 years of service. His autobiographies Return to Earth (1973) and Magnificent Desolation (2009) recount his struggles with clinical depression and alcoholism in the years after leaving NASA. Aldrin continues to advocate for space exploration, particularly a human mission to Mars, and developed the Aldrin cycler, a special spacecraft trajectory that makes travel to Mars more efficient in terms of time and propellant. He has been accorded numerous honors, including the Presidential Medal of Freedom in 1969.,Is there anything else I can help with?, Hi there: Hey!","I am a Space Conversational Agent for Retrieving Lessons-learnt and Expert Training.","My two main functions are knowledge capture and knowledge retrieval in the form of lessons learned.","If I ever get stuck please use /restart to restart the conversation.,How can I help?, ",
965306_Conversation_5,"/restart: I'm sorry you've ran into a problem. The chatbot is restarted. Please start again :), Teach me about propulsion: I'm processing your request. Please wait a moment :),Here is the only lesson I have on 'Propulsion':,Important to assess with appropiate time and to consolidate the fuelling procedure prior departing to Kourou with the prime AIT and the subco Fuelling team.Lesson Keywords: Launch, Launch Campaign, AIT, Fuelling, Phase E1,Is there anything else I can help with?, ",
