
238433_Conversation_0,"Hallo: Hey!","I am a Space Conversational Agent for Retrieving Lessons-learnt and Expert Training.","My two main functions are knowledge capture and knowledge retrieval in the form of lessons learned.","If I ever get stuck please use /restart to restart the conversation.,How can I help?, hey: Your input is unexpected at this stage of conversation. Please start the conversation again with /restart and try rephrasing your input. Thanks :), ",
238433_Conversation_1,"/restart: I'm sorry you've ran into a problem. The chatbot is restarted. Please start again :), Helo: Hey!","I am a Space Conversational Agent for Retrieving Lessons-learnt and Expert Training.","My two main functions are knowledge capture and knowledge retrieval in the form of lessons learned.","If I ever get stuck please use /restart to restart the conversation.,How can I help?, I want to learn: What is the topic?, What is propulsion: Is there anything else I can help with?,What is the topic?, tell me about propulsion: Hey!","I am a Space Conversational Agent for Retrieving Lessons-learnt and Expert Training.","My two main functions are knowledge capture and knowledge retrieval in the form of lessons learned.","If I ever get stuck please use /restart to restart the conversation.,I am sorry but this is outside what I learnt to do. Can you try with something different?, hello: Your input is unexpected at this stage of conversation. Please start the conversation again with /restart and try rephrasing your input. Thanks :),What is the topic?, Tell me about Propulsion?: Hey!","I am a Space Conversational Agent for Retrieving Lessons-learnt and Expert Training.","My two main functions are knowledge capture and knowledge retrieval in the form of lessons learned.","If I ever get stuck please use /restart to restart the conversation.,I am sorry but this is outside what I learnt to do. Can you try with something different?, ",
